section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
38925,38844,ITR,1100(1)(b)(i),"after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38926,38844,ITR,1100(1)(b)(i)(A),the capital cost of the property was incurred before 2024,end,,2024,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38926,38844,ITR,1100(1)(b)(i)(A),the capital cost of the property was incurred before 2030,end,,2030,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38937,38844,ITR,1100(1)(c)(i)(B)(I),if the property becomes available for use in the year and before 2024,step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38938,38844,ITR,1100(1)(c)(i)(B)(II),"0.25, if the property becomes available for use in the year and after 2023",step_down,,2023,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38940,38844,ITR,1100(1)(c)(i)(C)(I),"0.5, if the property becomes available for use in the year and before 2030",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38941,38844,ITR,1100(1)(c)(i)(C)(II),"0.25, if the property becomes available for use in the year and after 2029",step_down,,2029,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38944,38844,ITR,1100(1)(c.1),for a taxation year that ends before 2027,end,,2027,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
38945,38844,ITR,1100(1)(c.1)(i),at the beginning of 2017,at,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39004,38844,ITR,1100(1)(sb)(ii),"after April 1, 1972",start,1972-04-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39004,38844,ITR,1100(1)(sb)(ii),"before August 1, 1974",end,1974-08-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39012,38844,ITR,1100(1)(t),"for the taxation year that includes November 12, 1981",at,1981-11-12,,day,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39015,38844,ITR,1100(1)(t)(i)(B),"acquired after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39020,38844,ITR,1100(1)(ta),"for taxation years commencing after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39037,38844,ITR,1100(1)(ta)(iii),"acquired by him before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39051,38844,ITR,1100(1)(v)(iv)(A),a reaccelerated investment incentive property acquired in the year and before 2030,step_down,,2030,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39051,38844,ITR,1100(1)(v)(iv)(A),an accelerated investment incentive property acquired in the year and before 2024,step_down,,2024,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,"0%, if one or more days in the year are after 2014",step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,that proportion of 100% that the number of days in the taxation year that are before 2011 is of the number of days in the taxation year,step_down,,2011,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,that proportion of 30% that the number of days in the taxation year that are in 2014 is of the number of days in the taxation year,step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,that proportion of 60% that the number of days in the taxation year that are in 2013 is of the number of days in the taxation year,step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,that proportion of 80% that the number of days in the taxation year that are in 2012 is of the number of days in the taxation year,step_down,,2012,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39073,38844,ITR,1100(1)(y.1)~f1,that proportion of 90% that the number of days in the taxation year that are in 2011 is of the number of days in the taxation year,step_down,,2011,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,"0%, if one or more days in the year are after 2020",step_down,,2020,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,that proportion of 100% that the number of days in the year that are before 2017 is of the number of days in the year,step_down,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,that proportion of 30% that the number of days in the year that are in 2020 is of the number of days in the year,step_down,,2020,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,that proportion of 60% that the number of days in the year that are in 2019 is of the number of days in the year,step_down,,2019,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,that proportion of 80% that the number of days in the year that are in 2018 is of the number of days in the year,step_down,,2018,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39076,38844,ITR,1100(1)(y.2)~f1,that proportion of 90% that the number of days in the year that are in 2017 is of the number of days in the year,step_down,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,"0%, if one or more days in the year are after 2014",step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,that proportion of 100% that the number of days in the taxation year that are before 2011 is of the number of days in the taxation year,step_down,,2011,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,that proportion of 30% that the number of days in the taxation year that are in 2014 is of the number of days in the taxation year,step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,that proportion of 60% that the number of days in the taxation year that are in 2013 is of the number of days in the taxation year,step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,that proportion of 80% that the number of days in the taxation year that are in 2012 is of the number of days in the taxation year,step_down,,2012,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39082,38844,ITR,1100(1)(ya.1)~f1,that proportion of 90% that the number of days in the taxation year that are in 2011 is of the number of days in the taxation year,step_down,,2011,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,"0%, if one or more days in the year are after 2020",step_down,,2020,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,that proportion of 100% that the number of days in the year that are before 2017 is of the number of days in the year,step_down,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,that proportion of 30% that the number of days in the year that are in 2020 is of the number of days in the year,step_down,,2020,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,that proportion of 60% that the number of days in the year that are in 2019 is of the number of days in the year,step_down,,2019,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,that proportion of 80% that the number of days in the year that are in 2018 is of the number of days in the year,step_down,,2018,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39085,38844,ITR,1100(1)(ya.2)~f1,that proportion of 90% that the number of days in the year that are in 2017 is of the number of days in the year,step_down,,2017,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39118,38844,ITR,1100(1)(zc)(iii),"after April 10, 1978",start,1978-04-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39118,38844,ITR,1100(1)(zc)(iii),before 1988,end,,1988,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39125,38844,ITR,1100(1)(zd)(i),that are after 1987,start,,1987,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39125,38844,ITR,1100(1)(zd)(i),that are in 1988,step_down,,1988,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39126,38844,ITR,1100(1)(zd)(ii),that proportion of 35 per cent that the number of days in the taxation year that are in 1989,step_down,,1989,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39127,38844,ITR,1100(1)(zd)(iii),that proportion of 30 per cent that the number of days in the taxation year that are after 1989,step_down,,1989,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"after 2033, 0%",step_down,,2033,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"before 2030, 100%",step_down,,2030,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"in 2030 or 2031, 75%",step_down,,2030,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"in 2030 or 2031, 75%",step_down,,2031,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"in 2032 or 2033, 55%",step_down,,2032,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39131,38844,ITR,1100(1)(ze)~f1,"in 2032 or 2033, 55%",step_down,,2033,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39389,38844,ITR,1100(18)(a),"acquired before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39389,38844,ITR,1100(18)(a),"entered into before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39390,38844,ITR,1100(18)(b),"commenced by the taxpayer or the partnership before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39390,38844,ITR,1100(18)(b),"commenced under an agreement in writing entered into by the taxpayer or the partnership before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39391,38844,ITR,1100(18)(c),"acquired on or before December 31, 1976",end,1976-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39391,38844,ITR,1100(18)(c),"entered into on or before December 31, 1976",end,1976-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39392,38844,ITR,1100(18)(c)(i),"had been substantially advanced before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39393,38844,ITR,1100(18)(c)(ii),"had before May 26, 1976 demonstrated",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property included in Class 43 that became available for use by the taxpayer in 2030 or 2031",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property included in Class 43 that became available for use by the taxpayer in 2030 or 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer before 2024",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer before 2030",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer in 2030 or 2031",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1 1/2, for property that became available for use by the taxpayer in 2030 or 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1, for property that became available for use by the taxpayer before 2024",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/10, for property included in Class 53 that became available for use by the taxpayer after 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/10, for property that became available for use by the taxpayer after 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/2, for property that became available for use by the taxpayer before 2024",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/2, for property that became available for use by the taxpayer before 2030",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/2, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"1/2, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property included in Class 43 that became available for use by the taxpayer before 2030",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property that became available for use by the taxpayer before 2024",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property that became available for use by the taxpayer before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property that became available for use by the taxpayer before 2030",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,2024-04-15,,day,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"2 1/3, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"3, for property that became available for use by the taxpayer before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"3, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,2024-04-15,,day,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"3, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"3/8, for property that became available for use by the taxpayer after 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"3/8, for property that became available for use by the taxpayer after 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"5/6, for property included in Class 43 that became available for use by the taxpayer after 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"5/6, for property included in Class 43 that became available for use by the taxpayer after 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"5/6, for property that became available for use by the taxpayer after 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"5/6, for property that became available for use by the taxpayer after 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"7/8, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"7/8, for property that became available for use by the taxpayer in 2024 or 2025",step_down,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"7/8, for property that became available for use by the taxpayer in 2030 or 2031",step_down,,2030,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"7/8, for property that became available for use by the taxpayer in 2030 or 2031",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"9/11, for property that became available for use by the taxpayer before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"9/11, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,2024-04-15,,day,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"9/11, for property that was acquired and became available for use by the taxpayer after April 15, 2024 and before 2027",step_down,,2027,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,for property acquired after 2025,start,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"nil, for property that became available for use by the taxpayer after 2023 (other than property referred to in any of paragraphs (c.1) to (c.3))",step_down,,2023,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"nil, for property that became available for use by the taxpayer after 2026",step_down,,2026,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,"nil, for property that became available for use by the taxpayer after 2029",step_down,,2029,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,property acquired after 2024 that is included in any of Classes 54 to 56,start,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39217,38844,ITR,1100(2)~f1,property acquired after 2024 that is included in any of classes 54 to 56,start,,2024,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
